Series Name,"Series Code","Country Name","Country Code","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Rwanda","RWA","349.670824238399","343.462231846899","334.364867973734","335.822070925466","330.483075864034","313.630102219532","363.041171935721","358.407399704408","378.403755282609","409.211003109365","430.744842759271","439.167649592504","432.857782615717","443.739496455102","409.670730387204","410.727116863778","413.244986804614","392.656928178882","392.480020232421","382.158121070988","372.380084717437","373.519987739821","417.976790422041","410.971344249631","215.746653170528","296.728153194733","324.721599310427","346.269654113159","347.553496819746","336.645606074716","344.939977901746","360.68333857543","398.773666869993","401.359830794228","425.123445396619","456.590745025081","487.518990178658","511.69511034734","553.83044070032","572.902148511623","599.207426191632","630.932216937819","668.799112884535","683.401662015589","707.736765439342","751.077392617885"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Samoa","WSM","","","","","","","","","","","","","2603.65003901124","2598.68921401779","2617.30568506984","2707.10699942697","2846.21313579809","2852.67822349493","2804.44288755245","2898.24681391393","2755.43473335056","2672.3122341887","2642.9555986361","2724.53053876172","2630.52602521095","2783.61941856085","2964.01991501304","2967.4877729196","3019.0402930702","3071.38962727554","3267.93015307005","3475.98726804764","3606.09509183479","3746.18428202665","3894.95387521803","4031.45271016411","4084.64214081015","4314.9639599702","4329.37292601105","4092.55448204787","4080.91835864776","4213.82534863931","4007.08496545632","3959.38320382065","3930.37056944856","4071.92695930307"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","San Marino","SMR","","","","","","","","","","","","","","","","","","","","","","","","","","","","47018.8151671812","49987.0931951075","53928.1626508558","54463.3308281033","56761.4746072905","56216.4404128007","57604.4976959426","59432.0211378227","60080.3223916863","61604.149285488","65163.0494551406","64056.895413257","56716.9416642308","52932.4275552159","47865.8378316199","43872.9962137507","42925.996941656","42123.732990151","42662.9026513461"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Sao Tome and Principe","STP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1081.40644894332","1086.91262984523","1135.60232458288","1153.57311436689","1206.09517994411","1281.81804764608","1286.74576468668","1352.82953774788","1348.19057092121","1402.30210156302","1431.06027192227","1445.67978068379","1486.2389914758","1554.04719275694","1584.77565743788"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Saudi Arabia","SAU","21336.2569325096","24599.0710124717","28856.9705840618","34129.1314309179","37741.133334053","32680.693975802","36612.5602776242","37275.9768915553","33535.9434714117","35516.1569761285","35380.4703231464","33898.2650811833","25215.5193014899","19879.5180780445","17857.5293406781","15248.7626868654","16969.6530941405","15129.5744765427","16403.8935196748","15700.2417648352","17453.4124484581","19427.8578697857","19606.3988338284","18815.7738940915","18452.2250268934","18070.4018531975","18162.0466807963","18009.3143241699","18178.0491521116","17137.7202699684","17690.667661002","17032.3631103121","16094.7060623874","17384.8003795546","18219.8637993451","18683.3838319266","18669.6202875056","18496.3311742545","19117.9356513087","18202.6991630007","18568.3698643145","19813.2589221404","20249.8045023442","20175.5579524664","20327.6749584593","20627.9269288204"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Senegal","SEN","1091.54584064188","1057.71036908204","1091.5521856378","1000.12818332372","1012.49631264704","1059.49607326387","1124.90847310023","1068.50253989742","1002.04624471194","1046.10944883598","1059.75160751989","1084.10858021842","1137.40626843571","1041.47951577059","1050.07737057069","1053.88792348008","1054.36528910078","1086.90931504178","1045.95462355599","1055.22335322244","1016.34462183961","1012.5442150654","995.791639575462","980.300929421283","952.699964019653","978.310754420605","973.132334081244","978.828451143088","1012.51253771826","1051.28412621291","1066.6216449114","1086.17631418466","1060.75354599802","1092.70140221927","1115.02583572464","1133.71698964453","1130.36396570387","1132.00668175676","1142.86688654583","1142.86594956474","1149.64647287665","1133.19334300467","1146.17806362529","1141.42688957064","1178.91289299798","1219.24941513302"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Serbia","SRB","","","","","","","","","","","","","","","","","","","","","","","","","","2781.24698734754","2958.40080537226","3180.51405384143","3299.26023651515","2999.1693072422","3193.25973660886","3418.79032584137","3640.27586327469","3808.09497743357","4161.59615958364","4404.96088743932","4648.1980879545","4967.6208568509","5270.95953420453","5147.57015594012","5206.08795679218","5354.20165931556","5343.58005298839","5524.96913472342","5462.73603006633","5588.98072768556"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Seychelles","SYC","3926.67053523582","4458.04370207324","4626.43306040914","4968.78602067835","4942.73303996113","4983.23834012142","5678.32059990179","5216.29329703804","6282.61483355727","7212.70789198298","6843.500972607","6205.37223410217","6100.00794566491","6003.01309470068","6236.78498867153","6874.6916994367","6819.8893303787","6824.30833656832","7165.81825211873","7920.84156848989","8433.49158045211","8551.62551882293","9122.08824226511","9487.57971026521","9164.22047276891","8955.91676842739","9259.47042680674","10246.1056566202","10892.0165011482","10880.0966870799","10946.7040836574","10688.7326089927","10492.6148302017","9987.27189034039","9738.5880278936","10566.5527420786","11322.4146604222","12438.7090287296","11902.4914351308","11724.8256333262","12080.9410098131","13380.9551673594","13417.3963985749","13964.5611290124","14368.4020213058","14745.3414620288"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Sierra Leone","SLE","635.458106416158","644.835057832472","637.845691271828","639.146721174257","648.001651693414","645.140789404328","628.69738818343","615.518682160074","616.649657508846","630.335206549931","646.240439650962","650.347968475278","666.806964682726","638.414463658461","648.832742400984","598.582548571587","588.748674355185","612.332279572926","552.760801613858","543.996713337874","553.71797092597","562.974795925505","456.035063050027","464.307141876155","457.291912315802","421.279274458994","427.802306213262","400.557686427837","403.40970001374","388.25715128908","403.049874295898","364.016253097894","440.561176150426","459.803300499172","469.131629436303","471.888160265836","476.328820606855","500.928234936043","515.57810996043","520.214339919382","535.820735033786","556.846899389994","627.115941385395","740.331133348628","757.169181198044","588.228862794816"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Singapore","SGP","6992.62786548272","7717.84110775636","8585.01991159857","9319.46690484085","9726.37988775993","9967.0404233689","10564.9566438247","11133.5867624853","11855.1945112046","12824.9331260358","13943.8386487053","14726.7131866556","15095.3940811327","16175.2986848371","17267.9858063364","17136.9990546448","17383.5445715606","18973.0997779617","20581.194391627","22016.0422572019","23255.9839721931","24115.4052112544","24955.4908412125","27121.2158592928","29200.6148358471","30366.6861813267","31335.6793387364","32822.0909716755","31029.2814813453","32544.2810740739","34876.6660315838","33585.5778097046","34583.2569120956","36688.8980899543","39790.3251457615","41726.1140698446","44082.2921486744","46098.4287267071","44526.0217387459","43255.4559026521","48668.5766232103","50685.2962043229","51663.4924026178","53292.6132665485","54676.7044182558","55646.6187469505"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Sint Maarten (Dutch part)","SXM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32365.115947802","33579.2962311146","35776.3142301702","35011.9665781856","33563.6000709384","33118.7555918907","32274.8905524359"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Slovak Republic","SVK","","","","","","","","","","","","","","","","","","","","","","","6654.90308150254","6755.59790399043","7146.60143781702","7542.1097867849","8024.38608551621","8484.2193346391","8818.20938555137","8799.8842310099","8914.59754288479","9221.52041691579","9640.86365054421","10177.7197670871","10717.1713123911","11425.8982887223","12395.7501160086","13734.4532787413","14487.7042629324","13679.0821422687","14526.4022501277","14890.3099331824","15066.8908672567","15149.2558010477","15546.8832979361","16342.2162621093"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Slovenia","SVN","","","","","","","","","","","","","","","","","","","","","","","","","","13276.0730865709","13709.8774257127","14421.5753234248","14927.0344967417","15711.81638306","16240.6568860495","16736.6666048821","17301.9338072883","17803.3779818988","18567.5622059245","19239.3999078218","20280.1519045957","21574.7534360106","22296.7049968231","20428.1698595221","20612.5895305308","20746.988405299","20157.0052544663","19922.474290455","20453.8333877187","20890.1664304173"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Solomon Islands","SLB","","","","","","","","","","","2374.20728309283","2254.64602613398","2144.74602915883","2157.28110701506","2094.24000703621","1967.8189799279","1907.06295892616","2009.75036425518","1978.89600994529","2006.80393366782","1994.4762978754","2055.40929249123","2251.79385451378","2276.33936072772","2391.92751528554","2560.01885032934","2529.09466879026","2436.78515612278","2400.80448894936","2324.34328796104","1939.07446418348","1737.15741514628","1644.03912036653","1705.95860728166","1773.68089010322","1826.66157369605","1871.02782707189","1910.48095839647","1976.31514401384","1980.35522288747","2099.33081664472","2195.18395496072","2177.54098655308","2232.35276831465","2195.30209859191","2167.11992829078"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Somalia","SOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330.418781728653","345.700790560298","386.437816984877"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","South Africa","ZAF","5184.47651123656","5264.27911420516","5209.74134487334","5304.04431205657","5481.5962614499","5432.34636434499","5416.61115639508","5279.90753374556","5307.18922685458","5372.09927049657","5581.45531445321","5725.02600605763","5548.4712241106","5297.83474834364","5419.72238581066","5216.88318554911","5090.53343011876","5075.97180982509","5168.14271769953","5169.78822307534","5031.46576188812","4858.96718641647","4637.86776263829","4581.2182747854","4619.38823700333","4662.39685479864","4770.17818521943","4809.21819376776","4756.38715885073","4798.44750520995","4930.02546578478","4996.07852562648","5115.88100187292","5202.68768866559","5373.80695103202","5587.79335186404","5826.8261993961","6060.39420926967","6170.90532942457","5992.02728259253","6084.96797829261","6182.79390114284","6231.62075941063","6284.86024979269","6273.56631828484","6259.83968110571"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","South Sudan","SSD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2310.33248122006","2319.21743832169","2352.41604924738","2169.70592950893","1137.1298304461","1256.44441531085","1274.23961828281","1119.65143716565"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Spain","ESP","11436.1928134969","11824.5575719324","12647.8060965971","13483.070472295","14085.9077707433","14009.9711139405","14320.6804028474","14576.3986529774","14647.929180102","14525.3951144049","14727.4892007372","14603.7948584165","14697.3188889826","14884.7853271497","15087.6496528039","15382.0593486021","15835.1039954459","16670.2098121819","17482.3311175685","18297.4999170215","18970.0735224813","19403.6013059565","19488.2233647074","19187.4502367232","19551.4183165462","20002.0701049746","20448.8796313056","21117.3232597436","21953.970940228","22847.019939298","23938.2967464869","24707.6929982983","25026.4346034172","25310.7982805803","25654.6984456902","26146.1644104139","26762.6421138652","27218.8172427069","27025.681246227","25779.2914994366","25702.7041613051","25402.9611208069","24635.1755792043","24361.2573441367","24772.3413090317","25742.3688346767"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Sri Lanka","LKA","750.167257897009","744.346249905117","726.786687573761","763.412242790599","778.098915830439","810.566027402917","822.19247854872","848.352148826049","880.2698805651","920.477202692923","958.285185465777","997.186095930137","1023.18394180919","1057.20165441556","1095.51390090036","1134.08575921237","1166.70674534234","1170.07551550765","1182.36835574261","1193.39351952474","1253.71933478665","1295.68841423744","1337.36208683627","1414.64649071734","1479.85962156033","1548.5492121862","1596.50920545298","1689.24324526667","1759.68462216904","1825.6545454116","1923.41348190133","1880.25894878331","1939.34621781115","2037.28204664417","2130.13895659153","2244.82128829647","2398.43236044443","2542.59355276765","2674.74632084679","2750.20190581777","2950.39072132162","3176.92034126922","3462.936683705","3552.69855853013","3694.30042629703","3843.78067184442"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","St. Kitts and Nevis","KNA","","","","","","","","4635.71375942593","4843.52886175458","5241.62875820175","5717.05306385445","5837.65073809695","5901.21760810387","6007.23603234113","6583.06530006172","7201.21343502732","8059.07043848287","8678.60967624574","9574.42599429226","10168.9080042917","10689.7718176145","10459.0066316887","10822.4165187348","11432.1244486521","11900.2488305946","12404.053364112","13006.7010363746","13769.4566829917","13585.7775020961","13895.5999732481","15131.2009867336","15740.7908377181","15756.1344414582","14944.1554587629","15348.798602288","16652.5011997635","17002.4661232052","16948.4659623158","17833.2935494745","16963.1894586607","16718.1012755173","16875.3797925259","16354.1839718733","17081.5691160654","17994.928541049","18028.9734308952"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","St. Lucia","LCA","","","","","","","","4295.05016988787","4667.00690559546","4771.0294019703","4598.57220664299","4822.9754888908","4860.44019028467","5035.84878642611","5326.76597623773","5679.13945993073","6385.67048289571","6513.5104901132","7280.01730578272","7792.26361716651","8424.49543650322","8336.43042545715","8887.89078691915","8837.2374770391","8874.66034187109","8919.69656990986","9059.11813032607","8872.06988191176","9300.21581974362","9427.52688688505","9326.87130899919","8926.59501524221","8895.83525018725","9209.45594869904","9799.93262602997","9664.93771382851","10141.4431412292","10173.5995910708","10528.4701594204","10099.2300123778","10151.0464851415","10619.4653367503","10531.2884542985","10148.0988861991","10280.1225701464","10093.6180163617"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","St. Martin (French part)","MAF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","St. Vincent and the Grenadines","VCT","1922.87445644959","1958.54327234708","2437.26503989342","2142.42586197148","1931.58747198634","1765.0869398908","1927.51395075826","2159.86288277921","2347.48863445161","2403.49615551966","2439.7669597489","2530.37196992128","2622.54589676245","2659.11578813179","2814.05113081392","2967.11457057727","3112.03230921369","3105.35981430916","3521.53262566084","3553.06956568349","3784.97314793861","3704.64148297534","3856.74380067409","4115.45550778178","4061.20703558348","4377.27497282437","4436.1137218359","4595.35123401308","4787.21476003077","4918.97048989041","4998.48083500278","5078.95966759294","5389.92050343409","5792.21673382976","6021.95290492886","6166.28893524034","6641.26660291795","6868.71079691619","6984.94710579754","6845.14297816464","6617.77821112483","6586.56341760524","6670.00351770612","6780.76992984477","6847.50646963894","6921.70247858157"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Sudan","SDN","877.945215815204","871.014493569815","802.061628723637","782.608450069405","845.172930149904","947.051623165778","1069.3506643934","1098.94428635146","999.760300493703","918.035172134803","900.844214373609","935.196315616168","957.447320881029","944.75249557951","868.815036707616","789.687531768411","808.830950979983","899.024711114065","872.882035695063","926.665030505724","853.701717372512","894.401877847427","928.873082290893","946.361527510854","931.145628167554","961.208872013241","991.247446978262","1066.79054048076","1082.82849837633","1086.16588484087","1123.55273055958","1163.75336652115","1199.699287972","1239.99981780266","1267.82051290431","1302.55306298322","1349.62156559954","1388.20564844417","1402.90811867321","1328.22651782241","1344.17128830365","1423.37912837393","1314.2202531209","1308.15358840972","1336.50178189381","1329.63596169544"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Suriname","SUR","5981.3439748822","6192.66839062726","6177.64771035092","6116.323992472","6195.8359168774","6412.42163266849","7001.76042284112","7722.41220313296","8221.65483163455","8155.85845120418","7423.55754281539","7937.09738515065","7587.24363832364","7264.07020593879","7078.37938644586","7143.28904478936","7094.64198110696","6534.2650837114","6901.85517939572","7043.12860198895","6591.93598206158","6641.40729559521","6546.72639037796","6002.9235967608","6106.14966227508","6012.84055463544","5986.84857780618","6245.08313598969","6309.90280812389","6147.47434487609","6202.41625764791","6386.56818177251","6488.41459074634","6816.47170456041","7309.85030834825","7550.37854476163","7895.63475586921","8203.60899269943","8445.36495593168","8600.24662113883","8941.99326323718","9358.02643820068","9502.01779407373","9672.66963656549","9592.51869360504","9168.23715664009"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Sweden","SWE","24388.2982101309","24449.8627753744","24935.6623161897","25880.4576182711","26630.7799151019","27202.3438863705","27390.3768576514","26857.5992015998","27248.574338554","28233.2417691962","28654.9710634965","28750.8038276117","29093.1613210421","29632.6983848712","30857.9705441183","31472.5916095749","32244.5427172446","33214.9576323827","33908.7385537576","34577.4837345325","34570.3057339939","33941.9851819102","33352.5383635834","32474.4299146671","33511.6487224481","34648.1189154575","35139.4029916108","36197.6342064807","37737.4622753825","39309.5970016519","41117.1524303504","41601.3076782847","42377.119637975","43194.9261684047","44891.323206397","45990.3743263984","47864.8108642309","49145.1958332412","48544.1158941036","46043.4809449994","48369.9100407876","49539.9726076492","48885.5484179725","49048.8187500238","49855.301012313","51545.4836095322"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Switzerland","CHE","","","","","","","","","","","59887.020401478","60514.054433133","59373.7415111487","59497.5210247351","61067.7821955469","63032.2992251764","63870.594724382","64476.9842905599","66102.6729662584","68410.0812770381","70199.3238998774","68692.502542959","67909.6010516422","67209.1660075312","67522.1499930045","67394.9716054143","67429.3907450098","68793.5595843226","70691.9467156372","71583.6867042218","74013.0564120652","74705.1554397886","74138.083483024","73555.5996365413","75112.8673911204","76784.6373295658","79367.9002308094","81804.8618433813","82997.6921567092","80262.4856424871","82026.7245120154","82677.599030338","82800.0740759839","83344.523368231","84348.3928201784","84776.1421659748"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Syrian Arab Republic","SYR","642.964343600912","677.058325002912","822.10898134023","711.174903326661","864.494013907687","972.144668681295","1055.02281738151","1001.84922192907","1065.02269500094","1038.44612235671","1148.48424591426","1194.47577543076","1184.59861716721","1169.56890644359","1043.3740810952","1102.8391536442","982.323770854685","967.499047189391","1106.8566416514","927.20890840539","933.6176166901","976.231906344003","1071.74380098912","1106.01371821082","1153.03080451339","1200.06982828783","1281.47831751828","1308.50573446827","1359.28807451598","1277.0612448699","1254.59844952647","1240.8422234632","1265.90045169507","1331.34011722737","1390.30201216172","1433.81524349904","1451.00228410319","1470.16588224177","1477.57251343559","1524.9414272878","1592.35073738984","1659.54094992522","1260.88875107967","970.111762561884","910.442492170657","916.358033064448"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Tajikistan","TJK","","","","","","","","","","","","","","","","1443.29752107935","1446.16596092516","1382.60001974683","1525.28978397414","1384.9666812118","1341.76009550779","1219.53131754979","849.839562367822","698.928985260002","541.741911508023","467.429060584201","383.609225101759","384.33867859004","398.782065012443","407.300148441218","434.344317683431","468.26108666411","510.086246561169","556.268965145781","602.435960161457","630.781963975214","661.943005949537","699.421921154409","739.262575006284","751.946310661131","783.519378731631","822.903207676856","864.700443046524","907.378103706601","945.525440287995","978.404981180605"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Tanzania","TZA","","","","","","","","","","","","","","","","","","","537.323537529449","540.663544612233","560.60140203553","553.526369026892","538.115822129636","526.555487668388","518.026151696534","521.055281002786","530.537466057646","536.099606695952","543.28029499686","556.528115179598","567.540161550143","586.510898447","611.286056704558","634.110485177676","662.724919753085","692.477082632589","717.261161838955","744.524861093684","764.85815862479","782.397843934038","808.140499593948","844.906093946041","857.087697668031","888.263171547738","920.077986222881","947.933351658407"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Thailand","THA","945.064010240955","963.159087023387","976.202594421008","1046.628466057","1064.41100665571","1088.96577575459","1161.68685003839","1246.47852403778","1344.32196323211","1386.35410202779","1428.13981691102","1482.70886626934","1532.58726324381","1588.56235767454","1649.66353889462","1695.40124016209","1757.03062014774","1889.83193179655","2104.07148393345","2323.29479535126","2546.84684797981","2732.23944322509","2923.54332196648","3136.21587333277","3356.09802262277","3592.50079705725","3753.70213675854","3607.36259451798","3292.01894721037","3403.11495528226","3517.79891401225","3605.36823470443","3795.41072877418","4037.9711348991","4262.51880741681","4412.44429474605","4603.75244734741","4826.87147665486","4884.41778467764","4826.32142717259","5163.59766399834","5182.04236923127","5531.34901941224","5654.28542044534","5685.4021214653","5840.05306687798"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Timor-Leste","TLS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941.5899721866","1075.03771494373","979.647906096085","933.570698803886","913.4077495705","918.727445317565","862.415914632174","932.614946698346","1020.1040075436","1103.86305473929","1185.6231029648","1234.07822623068","1271.30464876497","1287.26363830035","1321.23580167371","1332.79185551378"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Togo","TGO","562.648007391905","544.590844759855","569.971786898294","577.515286370179","591.738897178977","592.643101841584","567.771777494982","594.255059926295","645.078199936103","596.371654184726","663.68007926953","620.805782621115","577.357665555559","526.008584042193","535.103342197369","545.357004977739","535.881225556476","521.751378869414","539.963565784611","546.443893790692","531.284570905031","515.453720652177","484.536460312207","402.902331657072","452.971810133987","476.29604854571","503.778656055454","558.593898668595","528.487123791876","524.834709891185","505.500889157222","495.753916986249","501.406487400046","521.691865154924","503.629383287991","467.818848098423","467.614113456536","449.826918078448","455.553295570713","467.904143084232","483.236099457967","500.570522190856","519.321223098392","536.729025460705","553.909505975897","570.909967175308"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Tonga","TON","","","","","","","","","","","","2378.84471241698","2485.75129564906","2532.32446208603","2574.78048660708","2740.63685803529","2793.19831777445","2869.36486833477","2807.21195734044","2810.55110498859","2746.70093693664","2917.56049809666","2920.15972532948","3024.30799613743","3168.02039524851","3393.5151175013","3444.1992671446","3473.56406797864","3543.74976580815","3658.70179002173","3672.40376357206","3789.96165044033","3951.9896578114","4020.14366762728","3898.84051018673","3875.16368596389","3838.74197320679","3816.76499538245","3966.85949028847","3742.04977804776","3769.06951421995","4042.50017824035","4108.38474323618","4160.41585889839","4275.70278428514","4336.23960272654"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Trinidad and Tobago","TTO","6214.83510074777","6211.18643710672","6486.17784221405","6500.48701435061","6649.99092784785","6651.78420439529","6980.0037485268","7513.31763878642","8153.30222198631","8327.54267029181","9056.40806354965","9322.77041552872","9521.14094852613","8404.96443739699","7804.93388081618","7386.13692402262","7064.93485816709","6679.71095284492","6366.6226513683","6268.45383599108","6319.99822781417","6474.35545948179","7084.13970667794","6997.58297588981","7212.85206978143","7459.75735527677","7970.70118338433","8554.74041406368","9236.1323986469","9959.72756851479","10619.9278616576","11023.7523734722","11846.6635495307","13490.3258869882","14488.8660781858","15312.7211019956","17254.6502844202","17993.4973706765","18518.8838529641","17618.8341247749","18105.3447531971","17943.4829545392","18054.6946962808","18335.8820012025","18053.4797484357","18214.460619356"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Tunisia","TUN","1203.07664138578","1301.21923394918","1498.77994637456","1456.48690803188","1539.47677961472","1612.91896844942","1701.00516753652","1719.36766227117","1787.76417678821","1858.97938699068","1945.7377705802","1997.4986829641","1931.81926728289","1964.8938103089","2020.21263002257","2077.7397264506","1996.39667660318","2079.59449819645","2033.66505243841","2023.00945836484","2135.53559389","2170.12096048331","2288.99621134204","2290.70065849486","2318.18241905743","2331.75094751953","2460.11551519123","2558.68816399045","2648.74054636226","2778.80342350925","2881.28383481202","2964.53618972292","2980.20812065432","3097.12520017646","3264.97810478798","3350.56372632122","3493.62780874091","3690.58287295535","3806.46113632792","3880.84655641136","3975.72907284076","3870.75792032612","3983.2508770229","4029.25578329189","4097.07321474911","4094.83628744518"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Turkey","TUR","3336.49171375802","3438.97126563128","3606.83195212784","3636.52963269493","3750.11049633371","3926.3394599734","4238.62817738042","4285.06805327106","4253.07650717444","4132.74354284057","3941.5801719681","4039.99782612128","4089.68339317607","4197.40445127083","4382.25318679062","4473.30837592613","4691.99785728307","5039.30780719747","5061.87260091835","4986.63752784716","5354.80453104322","5303.00977154228","5479.29382064114","5804.31912905101","5445.85257760296","5782.2531159155","6111.0778989006","6470.78339443597","6522.94173019496","6213.06375522918","6543.7314468452","6075.99562671406","6373.13190722821","6644.14590345974","7194.68202623479","7738.57821530378","8173.53625104099","8483.96613595463","8451.47911084719","7942.03133076445","8491.58865227409","9299.13730289693","9586.76908831811","10225.7160912882","10549.676064426","11006.2795239649"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Turkmenistan","TKM","","","","","","","","","","","","","","","","","","2680.90912752539","2902.68331824318","2707.88121860246","3568.41939650698","3309.56701995439","2734.40529963638","2698.64798572059","2175.21092015891","1974.1073233156","2067.31590597959","1803.13218039334","1905.62215522488","2193.87526898506","2288.24453779924","2362.55322723189","2345.02987220851","2397.89638274502","2492.29639820489","2786.77387185253","3056.91687870125","3353.14477357012","3794.92216492063","3968.37300685784","4265.94860108645","4810.89616554033","5249.70414889343","5679.01926861048","6149.42605422093","6432.68532538494"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Turks and Caicos Islands","TCA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23307.9195966988","22609.7383686591","22413.6806704392","23926.7003537037","26183.8850440535"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Tuvalu","TUV","","","","","","","","","","","","","","","","","","","","","2244.07509659697","2298.24175180233","2337.44265042214","2411.29402928804","2640.5906157086","2497.92236992002","2344.22189502768","2575.6787266589","2973.66519534943","2923.40407620914","2880.23380010819","2900.73864275561","3091.97984076378","2948.64153164444","2865.45283187342","2722.39598220674","2747.37316210493","2892.96865669241","3094.84806775344","2929.82260702033","2820.60092313448","3002.62963324093","2855.74373326286","2957.54233424994","2963.53824957788","3197.77225194394"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Uganda","UGA","","","","","","","","","","","","","376.909610374162","386.383162956029","372.9077640647","348.777307179609","338.266352542884","339.450106019042","354.625436758266","364.07035011644","374.431848633086","382.03873671075","382.153623438812","400.71090164149","413.06826890438","446.684154585161","472.853940252128","482.682028957521","491.925192722107","516.222452726087","516.733003742591","527.053884081125","555.357589571944","572.797244283044","592.611468955719","610.489319871858","655.335154049684","688.421450832433","725.125202901903","750.298419947855","767.738526704293","813.535138797329","818.307499049062","820.686434883602","834.152623739554","847.267628934656"
GDP per capita (constant 2015 US$),"NY.GDP.PCAP.KD","Ukraine","UKR","","","","","","","","","","","","","","","","","","3155.32168672706","3221.97999353489","3330.48052642298","3112.03676961075","2835.32838389373","2547.28789726687","2184.36670179006","1692.50884802142","1497.80991473298","1360.04184117003","1331.31840134221","1317.74629462386","1327.56721046473","1420.11656900694","1561.41008975877","1660.47779473217","1833.31387756702","2065.16619680776","2144.24784479025","2322.24468060609","2528.08113387859","2598.83298497315","2215.27196891417","2315.09978933007","2449.9577026317","2459.75688007554","2466.4841536893","2346.23697625295","2124.6623187838"
